"SPECIES","GENUS","EPITHET","AUTHOR","COUNTRY","DEPARTAMENTO","MUNICIPIO","LOCALIDAD","LATITUD","LONGITUD","ALTURA","HABITAT"
"Cranichis sylvatica","Cranichis","sylvatica","A.Rich. &  Galeotti","Honduras (HN)","Francisco Morazán","San Antonio de Oriente","La Labranza, Montaña de Uyuca",14.032725,-87.070576,"","Terrestrial"
"Cranichis sylvatica","Cranichis","sylvatica","A.Rich. &  Galeotti","Honduras (HN)","Francisco Morazán","","Carretera de Tatumbla a Tegucigalpa, a la orilla del camino",14.017914,-86.998998,"1500","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","El Paraíso","","Montana de Yuscaran",13.94186111,-86.85802778,"1800","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Olancho","Talgua","Santa Fe",14.89622222,-85.87102778,"1610","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Atlántida","Tela","Near Lancetilla ",15.73333,-87.45,"90 f","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Cortés","","Nacimiento del Rio Lindo",14.94572778,-88.04770278,"630","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Cortés","","Finca Fe.",14.949084,-88.037549,"670","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","Pena Blanca",14.97279167,-88.030225,"490","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","Pena Blanca",14.97279167,-88.030225,"490","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Comayagua","","near El Rincon, about 10 miles W. of Siguatepeque",14.606383,-87.89374,"1400","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Francisco Morazán","Guaimaca","Bosque nubes de Cordillera de Misoco o Volcán de Guaimaca, entre los departamentos de Olancho y Morazán. ",14.63333,-86.85,"2300 - 2560 m","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Olancho","","El Filo",14.79240833,-86.01411111,"1900","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Lempira","La Campa","La Campa",14.4785,-88.59530556,"1200","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Comayagua","Siguatepeque","Siguatepeque",14.60773611,-87.88429722,"-9999","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Comayagua","Siguatepeque","Siguatepeque",14.59147222,-87.88383333,"0","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Comayagua","Siguatepeque","Siguatepeque",14.59147222,-87.88383333,"0","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","Lago de Yojoa",14.99319444,-87.88005556,"600","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Comayagua","Siguatepeque","Near El Achote [Achiote], hills above plains of Siguatepeque, June 1936 to August 1936 ",14.54416,-87.86305,"1350 m","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Comayagua","Siguatepeque","Siguatepeque. Bosques de Pinus oocarpa Schiede ",14.57472,-87.84083,"","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Comayagua","","",14.6,-87.83,"","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Comayagua","","Cerro de La Cruz",14.75136667,-87.58666667,"1400","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Comayagua","San Luis","Minas de Oro ",14.79416,-87.3475,"4200 f","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Francisco Morazán","","La Flor",14.94210278,-87.16221389,"1080","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"1550","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Francisco Morazán","Valle de Angeles","Valle de Angeles, bosque húmedo subtropical. ",14.15805,-87.04638,"975 m","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Francisco Morazán","","Las Mesas",14.04488889,-87.02852778,"900","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Francisco Morazán","","San Antonio",14.03879167,-87.02097778,"850","Terrestrial"
"Maxillaria tenuifolia","Maxillaria","tenuifolia","Lindl.","Honduras","Francisco Morazán","San Antonio de Oriente","Mountains near Las Mesas. ",14.0272223,-86.9538889,"900 m","Terrestrial"
"Papilionanthe teres","Papilionanthe","teres","(Roxb.) Lindl.","Honduras","Francisco Morazán","San Antonio de Oriente","Las Mesas ",14.02722,-86.95388,"900 m","Epiphyte"
"Papilionanthe teres","Papilionanthe","teres","(Roxb.) Lindl.","Honduras","Francisco Morazán","","Santa Clara creek",14.05019444,-86.92638889,"850","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Rchb. fil.) Hamer & Garay","Honduras","El Paraíso","","Quebrada Tapahuasca",13.733,-86.917,"1300","Epiphyte"
"Cohniella helicantha","Cohniella","helicantha","Ames & C. Schweinf.","Honduras","El Paraíso","","Ojo de Agua",14.0595,-86.85719444,"700","Terrestrial"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","El Paraíso","Yuscaran","Yuscaran",13.94486111,-86.85125,"700","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","Olancho","","La Union",15.02663889,-86.71052778,"900","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","El Paraíso","","Quebrada de El Muro",14.00647222,-86.63366667,"600","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","Olancho","La Unión","Municipio La Unión: 5 mi E of La Unión along road to Olanchito. Pine forest with a well-developed herbaceous understory dominated by grasses and with broad-leaved forest along the quebrada. ",15.06027,-86.59833,"900 m","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","El Paraíso","","El Empalme",14.05677778,-86.39633333,"600","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","Olancho","Dulce Nombre de Culmi","Dulce Nombre de Culmi",15.07523611,-85.55606667,"500","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","Gracias a Dios","Puerto Lempira","La Mosquitia: Caserío de Rus-Rus; vaguada del río Rus-Rus. Llanos de pinares y gramíneas. Nivel del mar ",14.7,-84.95,"0 - 5 m","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","Gracias a Dios","","Rus - Rus",14.72357222,-84.43980833,"0","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras (HN)","Francisco Morazán","San Miguelito","El Comedero, road to Gracias",14.344236,-88.365006,"1100","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","La Paz","Marcala","",14.16024167,-88.02418611,"1000","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","Comayagua","Siguatepeque","Siguatepeque",14.60773611,-87.88429722,"1050","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","Francisco Morazán","Santa Lucia","Santa Lucia",14.11628889,-87.10253333,"1400","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","Francisco Morazán","San Antonio de Oriente","El Chaguite",14.00445556,-87.03258889,"850","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","Francisco Morazán","","Las Mesas Zamorano",14.022977,-86.941942,"","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","(Sw.) Britton & Wilson","Honduras","El Paraíso","Guinope","Guinope",13.88083611,-86.93938889,"1400","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","Sw.","Honduras","El Paraíso","","Guayabillas",13.97859722,-86.86604167,"800","Epiphyte"
"Jacquiniella teretifolia","Jacquiniella","teretifolia","Sw.","Honduras","El Paraíso","","Sierra de la Villa Santa, above Jacaleapa.",14.182449,-86.499881,"","Epiphyte"
"Acianthera testifolia","Acianthera","testifolia","(Sw.) Lindl.","Honduras","Comayagua",""," Siguatepeque J. B. Edwards 282 1932-10-15 ",14.60773611,-87.88429722,"","Terrestrial"
"Stelis thecoglossa","Stelis","thecoglossa","Rchb.fil.","Honduras","Copán","Santa Rosa de Copán","Santa Rosa de Copán ",14.76666,-88.78333,"","Epiphyte"
"Stelis thomasii","Stelis","thomasii","(Luer) Luer","Honduras (HN)","El Paraíso","Morocelí","Quebrada Grande ±3.9 Km al N de Morocelí",14.126211,-86.821698,"740","Terrestrial"
"Stelis thomasii","Stelis","thomasii","(Luer) Luer","Honduras"," Cortés ","","",14.93844722,-88.02282222,"","Terrestrial"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","(Bateman ex Lindl.) L. O. Williams","Honduras","Cortés","Santa Cruz de Yojoa","Santa Cruz de Yojoa   ",14.9825,-87.89027,"2000 f","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Cortés","San Pedro Sula","",15.52902778,-88.06666667,"80","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Santa Bárbara","","La Fe.",14.988886,-88.051866,"975.36","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","(Bateman ex Lindl.) L. O. Williams","Honduras","Comayagua","","Valley of the Rio Tepemechin.Flowered in the collection of Mark Trafton in La Lima.",14.7739927,-87.9760066,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Yoro","","",15.17682778,-87.09658889,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","El Paraíso","Danli","Danli",14.04197222,-86.56566667,"777","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Gracias a Dios","","Rio Platano. Flowered in cultivation.",15.503741,-84.754651,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","(Bateman) Rolfe","Honduras","Cortés",""," El Jaral",14.93844722,-88.02282222,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","(Bateman) Rolfe","Honduras","Cortés",""," Lake Yojoa",14.93844722,-88.02282222,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","(Bateman) Rolfe","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 88 1932-8-24 ",14.79042778,-87.98219167,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","(Bateman) Rolfe","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 88 ",14.79042778,-87.98219167,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Comayagua","","",14.60773611,-87.88429722,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Comayagua","","",14.60773611,-87.88429722,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Comayagua",""," San Luis J. B. Edwards 154 1932-5-15 ",14.7717,-87.39866667,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Comayagua",""," San Luis J. B. Edwards 154 1932-5-15 ",14.7717,-87.39866667,"","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Comayagua","","(San Juanillo) Cloud forest of mixed hardwood species, located on the crest of the trail to San Juanillo of the Cordillera de Montecillos",14.5,-88.88333,"2060 m","Epiphyte"
"Myrmecophila tibicinis","Myrmecophila","tibicinis","Bateman","Honduras","Lempira","","Celaque National Park",14.56338889,-88.64177778,"1850","Epiphyte"
"Erycina pumilio","Erycina","pumilio","Schltr.","Honduras","Intibucá","","Between Calaveras and Pela Naríz, Cordillera Opalaca road to La Esperanza.",14.337953,-88.167976,"2000","Epiphyte"
"Erycina pumilio","Erycina","pumilio","Schltr.","Honduras","Intibucá","La Esperanza","4 km S de ciudad de La Esperanza. Bosque anano, bosque húmedo montano bajo subtropical",14.26666,-88.16666,"1740 m","Epiphyte"
"Mesadenella tonduzii","Mesadenella","tonduzii","Schltr.","Honduras","Intibucá","La Esperanza","",14.29221111,-88.16039167,"1740","Terrestrial"
"Elleanthus tonduzii","Elleanthus","tonduzii","Schltr.","Honduras","La Paz","","Sabanetas",13.99369444,-88.13352778,"2100","Epiphyte"
"Elleanthus tonduzii","Elleanthus","tonduzii","Schltr.","Honduras","Santa Bárbara","","Upper rocky slopes and summit of Cerro Sta. Bárbara. Dept. Sta. Brbara.",14.915867,-88.114521,"","Epiphyte"
"Elleanthus tonduzii","Elleanthus","tonduzii","Schltr.","Honduras","Lempira","Gracias","Filo Oeste la Planta",14.91375,-88.10629722,"1850","Epiphyte"
"Trichopilia tortilis","Trichopilia","tortilis","Lindl.","Honduras","Santa Bárbara","","Cerro de Santa Bárbara",14.911375,-88.10172222,"2750","Epiphyte"
"Trichopilia tortilis","Trichopilia","tortilis","Lindl.","Honduras","Intibucá","","Calaveras - Pela Nariz",14.35475278,-88.07573889,"2000","Epiphyte"
"Trichopilia tortilis","Trichopilia","tortilis","Lindl.","Honduras","Intibucá","","Cloud forest of Cordillera Opalaca, between Calaveras and Pela Naríz, road to La Esperanza ",14.3525,-88.06722,"2000 m","Epiphyte"
"Trichopilia tortilis","Trichopilia","tortilis","Lindl.","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 106 1932-8-31 ",14.79042778,-87.98219167,"","Epiphyte"
"Encyclia ambigua","Encyclia","ambigua","(Lindl.) Schltr.","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 106 1932-8-31 ",14.79042778,-87.98219167,"","Epiphyte"
"Encyclia ambigua","Encyclia","ambigua","(Lindl.) Schltr.","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Comayagua","","Near El Achiote, hills above the plains of Siguatepeque",14.606383,-87.89374,"1350","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Comayagua","","San Juanillo",14.48287778,-87.88563889,"2060","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Comayagua","Siguatepeque","Near El Achote [Achiote], hills above plains of Siguatepeque, June 1936 to August 1936 ",14.54416,-87.86305,"1350 m","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Comayagua","Siguatepeque","El Achiote ",14.18333,-87.7,"3900 f","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","Distrito Central","Parque Nacional La Tigra (Jutiapa).  Rancho Quemado. ",14.20777,-87.11027,"2000 m","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"0","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"2000","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1909","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"2000","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1700","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"800","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1800","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"2000","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1800","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","El Paraíso","","Montana de Yuscaran",13.93238611,-86.90023056,"1800","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","El Paraíso","","Montana de Yuscaran",13.93238611,-86.90023056,"1800","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Olancho","","El Filo",14.97830556,-85.92308333,"1500","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Ocotepeque","Belén Gualcho","Municipio Belén Gualcho: Cordillera de Celaque, 3 mi N of Belén Gualcho along road to Cucuyagua. Podocarpus-Quercus-Liquidambar forest remnant among pastures. ",14.50166,-88.80055,"1870 m","Epiphyte"
"Epidendrum trachythece","Epidendrum","trachythece","Schltr.","Honduras","Ocotepeque","Belen Gualcho","Belen Gualcho",14.50554444,-88.75842778,"1870","Epiphyte"
"Triphora trianthophora","Triphora","trianthophora","(Sw.) Rydb.","Honduras","Comayagua",""," Siguatepeque",14.60773611,-87.88429722,"","Terrestrial"
"Specklinia tribuloides","Specklinia","tribuloides","(Sw.) Lindl.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1800","Epiphyte"
"Specklinia tribuloides","Specklinia","tribuloides","(Sw.) Lindl.","Honduras","Olancho","Gualaco","La Chorrera",15.00148333,-85.92878611,"1086","Epiphyte"
"Specklinia tribuloides","Specklinia","tribuloides","(Sw.) Lindl.","Honduras","Atlántida","La Ceiba","Quebrada Grande",15.55664722,-86.87099167,"80","Epiphyte"
"Specklinia tribuloides","Specklinia","tribuloides","(Sw.) Lindl.","Honduras","Atlántida","","Campamento Quebrada Grande ca. 10 km south west of La Ceiba. At base of north slope of Pico Bonito. Forest at base of bluff and slope and near river. Quebrada Grande. ",15.7,-86.85,"80 m","Epiphyte"
"Dichaea trichocarpa","Dichaea","trichocarpa","(Sw.) Lindl.","Honduras","Santa Bárbara","Las Vegas","El Sauce",14.87491944,-88.09278333,"1000","Epiphyte"
"Dichaea trichocarpa","Dichaea","trichocarpa","(Sw.) Lindl.","Honduras","Cortés","","Nacimiento del Rio Lindo",14.94572778,-88.04770278,"630","Epiphyte"
"Dichaea trichocarpa","Dichaea","trichocarpa","(Sw.) Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","Alrededores de Peñas Blancas.",14.9688889,-88.0302778,"600 m","Epiphyte"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Cortés","","Pena Blanca",14.97279167,-88.030225,"-9999","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Cortés","Santa Cruz de Yojoa","El Eden",14.95739444,-88.02760556,"1000","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Cortés","","'Rio Lindo, near Pena Blanca, flowered in Gamboa'",15.001646,-88.004041,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 210 1932-8-5 ",14.79042778,-87.98219167,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 84 1932-8-19 ",14.79042778,-87.98219167,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Comayagua","Siguatepeque","Barranco de Trincheras",14.65108611,-87.95825833,"1200","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Comayagua","Siguatepeque","Barranco de Trincheras",14.65108611,-87.95825833,"1300","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Comayagua","","",14.78723889,-87.77963611,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Comayagua","San Jeronimo","Montana La Choca",14.58023889,-87.53185278,"1500","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Atlántida","","Lancetilla near Tela: bosque secundario y primario muy perturbado, cerca la Río Lancetilla, arriba del Estación Experimental. ",15.7166667,-87.4583333,"40 - 180 m","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Comayagua",""," Minas de Oro J. B. Edwards 207 1932-7-8 ",14.79071944,-87.37063611,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Atlántida","La Ceiba","On the mountain slopes and coastal plains, vicinity of La Ceiba, collected June-August 1938. Along Danto river, slopes of Mt. Cangrejal. ",15.72444,-86.76722,"700 - 1200 f","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Olancho","","",14.819222,-86.619143,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","El Paraíso","Danli","Danli",14.04079722,-86.55676944,"800","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Yoro","Victoria","Bajo Grande",15.13027,-87.75277,"3000 f","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Olancho","Juticalpa","Midway between Juticalpa and Campamento. Along Rio Juticalpa, riverine forest. ",14.66805,-86.34027,"450 m","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras (HN)","Francisco Morazán","","EL Zamorano, EAP",14.017914,-86.998998,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Gracias a Dios","","Rio Tuas.",15.664069,-84.742822,"","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Intibucá","La Esperanza","La Esperanza",14.29221111,-88.16039167,"2000","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Intibucá","La Esperanza","La Esperanza",14.29221111,-88.16039167,"2000","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Comayagua","","Cordillera de Montecillos",14.53540833,-87.92775833,"1760","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Comayagua","","Cerro de La Cruz",14.75136667,-87.58666667,"1400","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Francisco Morazán","","Piedra Herrada",13.85533333,-87.5072,"1500","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Francisco Morazán","La Labranza","La Labranza Trail",13.93690278,-87.28326111,"1600","Terrestrial"
"Habenaria trifida","Habenaria","trifida","Kunth","Honduras","Francisco Morazán","","La Montañita",14.05272222,-87.11220556,"1650","Terrestrial"
"Schiedeella trilineata","Schiedeella","trilineata","(Lindl.) Balogh","Honduras","Francisco Morazán","Moraz n","slopes of Mt. Uyuca",14.023607,-87.076167,"1500","Terrestrial"
"Schiedeella trilineata","Schiedeella","trilineata","(Lindl.) Balogh","Honduras","Francisco Morazán","Tatumbla","Western slope of Cerro de Uyuca, trail from Las Flores to Tatumbla. ",14.02527,-87.07527,"1500 - 1600 m","Terrestrial"
"Schiedeella trilineata","Schiedeella","trilineata","Lindl.","Honduras","Francisco Morazán","","Reserva BIologica de Uyuca",14.03129167,-87.06966389,"-9999","Terrestrial"
"Schiedeella trilineata","Schiedeella","trilineata","(Lindl.) Balogh","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1238","Terrestrial"
"Schiedeella trilineata","Schiedeella","trilineata","Lindl.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1700","Terrestrial"
"Schiedeella trilineata","Schiedeella","trilineata","(Lindl.) Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1365","Terrestrial"
"Schiedeella trilineata","Schiedeella","trilineata","Lindl.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1675","Terrestrial"
"Schiedeella trilineata","Schiedeella","trilineata","Lindl.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1600","Terrestrial"
"Schiedeella trilineata","Schiedeella","trilineata","(Lindl.) Balogh","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1600","Terrestrial"
"Ponthieva trilobata","Ponthieva","trilobata","(L.O.Williams) L.O.Williams","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"0","Terrestrial"
"Meiracyllium trinasutum","Meiracyllium","trinasutum","Rchb.fil.","Honduras","Cortés","Puerto Cortés","Corinto",15.57922222,-88.35177778,"-9999","Epiphyte"
"Nervilia concolor","Nervilia","concolor","(Roxb.) A. Nelson & J. F. Macbr.","Honduras","Cortés","","Cienaga tract; area east of Agua Azul, Lake Yojoa.",15,-88.316667,"640","Terrestrial"
"Coelia triptera","Coelia","triptera","(Sm.) Schltr.","Honduras","Cortés","","Cienaga Tract",15.05,-88.117,"640","Epiphyte"
"Prosthechea pygmaea","Prosthechea","pygmaea","(Brongn.) Cogn.","Honduras","Cortés","","",15.52902778,-88.06666667,"550","Epiphyte"
"Dichaea trulla","Dichaea","trulla","Rchb.fil.","Honduras","Santa Bárbara","","Parque Nacional Los Naranjos",14.93755556,-88.02609167,"800","Epiphyte"
"Dichaea trulla","Dichaea","trulla","Rchb.fil.","Honduras","Cortés","Santa Cruz de Yojoa","El Jaral, Lake Yojoa. ",14.94138,-88.02,"2500 f","Epiphyte"
"Dichaea trulla","Dichaea","trulla","Rchb.fil.","Honduras","Comayagua","Siguatepeque","Taulabe",14.67522222,-87.99263889,"600","Epiphyte"
"Gongora truncata","Gongora","truncata","Lindl.","Honduras","Comayagua","Siguatepeque","Pito Solo",14.7895,-87.97986111,"500","Epiphyte"
